,sigla_uf,vacina,vacina_apelido,semana,mes,qt_total,qt_D1,qt_D2,qt_Reforco,qt_Adicional,qt_Unica
3559,BA,87,Pfizer,2020-11-01,2020-11-01,66,1,65,0,0,0
3560,PA,87,Pfizer,2021-10-10,2021-10-01,105773,22594,55328,25117,2734,0
3561,SP,87,Pfizer,2021-04-04,2021-04-01,55,25,13,17,0,0
3562,RO,87,Pfizer,2021-01-17,2021-01-01,4,4,0,0,0,0
3563,SC,87,Pfizer,2021-08-29,2021-08-01,30340,21003,9333,4,0,0
3564,SC,87,Pfizer,2021-09-05,2021-09-01,71196,22291,48493,409,3,0
3565,SC,87,Pfizer,2021-06-06,2021-06-01,50387,50361,25,1,0,0
3566,SC,87,Pfizer,2021-10-31,2021-10-01,2916,76,1826,992,22,0
3567,SC,87,Pfizer,2021-01-10,2021-01-01,1,0,1,0,0,0
3568,ES,87,Pfizer,2021-07-11,2021-07-01,41269,41182,87,0,0,0
3569,RN,87,Pfizer,2021-08-22,2021-08-01,84582,76510,8065,6,0,1
3570,RN,87,Pfizer,2021-05-16,2021-05-01,17810,17726,79,0,5,0
3571,MS,87,Pfizer,2021-03-28,2021-04-01,3,3,0,0,0,0
3572,CE,87,Pfizer,2021-07-04,2021-07-01,104211,104137,74,0,0,0
3573,CE,87,Pfizer,2021-03-28,2021-04-01,15,10,5,0,0,0
3574,RN,87,Pfizer,2021-02-28,2021-03-01,2,1,1,0,0,0
3575,RN,87,Pfizer,2021-03-14,2021-03-01,5,4,1,0,0,0
3576,MG,87,Pfizer,2021-11-14,2021-11-01,156527,19307,83763,51041,2416,0
3577,BA,87,Pfizer,2020-09-27,2020-09-01,36,26,10,0,0,0
3578,TO,87,Pfizer,2021-06-06,2021-06-01,2746,2743,3,0,0,0
3579,PI,87,Pfizer,2021-01-31,2021-02-01,1,1,0,0,0,0
3580,AM,87,Pfizer,2021-04-04,2021-04-01,1,1,0,0,0,0
3581,MG,87,Pfizer,2021-01-10,2021-01-01,4,1,2,1,0,0
3582,SE,87,Pfizer,2021-03-07,2021-03-01,18,12,6,0,0,0
3583,SE,87,Pfizer,2021-03-21,2021-03-01,10,10,0,0,0,0
3584,MG,87,Pfizer,2021-04-25,2021-05-01,3,3,0,0,0,0
3585,PA,87,Pfizer,2021-01-24,2021-01-01,7,6,0,1,0,0
3586,AC,87,Pfizer,2021-09-05,2021-09-01,11143,4456,6339,318,30,0
3587,AC,87,Pfizer,2021-08-29,2021-08-01,7133,3870,3262,1,0,0
3588,MT,87,Pfizer,2021-02-14,2021-02-01,4,4,0,0,0,0
3589,MT,87,Pfizer,2021-03-28,2021-04-01,2,1,1,0,0,0
3590,MG,87,Pfizer,2020-10-18,2020-10-01,1,1,0,0,0,0
3591,PB,87,Pfizer,1978-01-22,1978-01-01,1,1,0,0,0,0
3592,MA,87,Pfizer,2021-03-07,2021-03-01,1,0,1,0,0,0
3593,MT,87,Pfizer,1991-04-14,1991-04-01,1,0,1,0,0,0
3594,AL,87,Pfizer,2021-10-03,2021-10-01,74376,28677,24241,20786,672,0
3595,AL,87,Pfizer,2021-10-17,2021-10-01,64665,15544,26798,21842,481,0
3596,PR,87,Pfizer,2021-08-01,2021-08-01,277697,254978,22716,2,1,0
3597,MS,87,Pfizer,2021-05-30,2021-05-01,1250,1245,5,0,0,0
3598,RO,87,Pfizer,2021-07-25,2021-07-01,5383,4700,683,0,0,0
3599,RO,87,Pfizer,2021-08-15,2021-08-01,46937,41203,5733,0,1,0
3600,RO,87,Pfizer,2021-11-07,2021-11-01,31921,3048,21295,7025,553,0
3601,DF,87,Pfizer,2021-10-31,2021-11-01,64410,3314,42539,17530,1027,0
3602,PE,87,Pfizer,2021-10-24,2021-10-01,242698,53393,114676,55870,18759,0
3603,PE,87,Pfizer,2021-08-08,2021-08-01,211801,199556,12240,3,2,0
3604,PE,87,Pfizer,2021-08-29,2021-09-01,123388,114402,8982,3,1,0
3605,GO,87,Pfizer,2021-09-26,2021-10-01,39572,21267,14370,3430,505,0
3606,GO,87,Pfizer,2021-10-24,2021-10-01,180962,24929,89614,63590,2829,0
3607,GO,87,Pfizer,2021-08-29,2021-08-01,52953,45391,7506,53,3,0
3608,GO,87,Pfizer,2021-09-05,2021-09-01,77656,39529,36756,1348,23,0
3609,GO,87,Pfizer,2021-11-07,2021-11-01,153062,15474,103960,32587,1041,0
3610,SP,87,Pfizer,2021-06-27,2021-06-01,288456,288207,237,2,10,0
3611,SP,87,Pfizer,2021-05-16,2021-05-01,139148,138974,162,0,12,0
3612,MG,87,Pfizer,2021-09-19,2021-09-01,451167,144885,251262,52265,2752,0
3613,MG,87,Pfizer,2021-10-17,2021-10-01,627870,100855,288420,222513,16082,0
3614,AM,87,Pfizer,2021-10-24,2021-10-01,66055,12956,34549,18380,170,0
3615,AM,87,Pfizer,2021-05-16,2021-05-01,3511,3510,0,1,0,0
3616,MT,87,Pfizer,2021-08-15,2021-08-01,88131,76545,11585,0,1,0
3617,RJ,87,Pfizer,2021-02-14,2021-02-01,48,46,2,0,0,0
3618,RR,87,Pfizer,2021-05-16,2021-05-01,1173,1171,2,0,0,0
3619,MA,87,Pfizer,2021-06-27,2021-07-01,24457,24428,29,0,0,0
3620,MA,87,Pfizer,2021-10-31,2021-11-01,65890,11386,40391,13515,598,0
3621,MA,87,Pfizer,2021-02-07,2021-02-01,8,6,0,2,0,0
3622,MA,87,Pfizer,2021-04-25,2021-04-01,23,22,0,1,0,0
3623,BA,87,Pfizer,2021-07-18,2021-07-01,37339,37209,129,0,1,0
3624,PA,87,Pfizer,2021-10-31,2021-11-01,141846,20206,104804,16166,670,0
3625,PA,87,Pfizer,2021-09-12,2021-09-01,165173,84789,80010,266,11,0
3626,SC,87,Pfizer,2021-08-29,2021-09-01,53549,27355,26037,152,3,0
3627,SC,87,Pfizer,2021-08-15,2021-08-01,294261,275132,19112,12,5,0
3628,ES,87,Pfizer,2021-07-18,2021-07-01,30674,30629,41,3,1,0
3629,ES,87,Pfizer,2021-09-19,2021-09-01,192824,118314,35598,38269,643,0
3630,ES,87,Pfizer,2021-05-16,2021-05-01,16213,16186,24,3,0,0
3631,ES,87,Pfizer,2021-03-14,2021-03-01,8,7,0,1,0,0
3632,PR,87,Pfizer,2021-03-28,2021-03-01,7,7,0,0,0,0
3633,PR,87,Pfizer,2021-02-14,2021-02-01,12,11,1,0,0,0
3634,RN,87,Pfizer,2021-06-06,2021-06-01,14495,14419,74,1,1,0
3635,RN,87,Pfizer,2021-10-03,2021-10-01,82623,26926,34225,20874,597,1
3636,RN,87,Pfizer,2021-05-30,2021-06-01,3003,2997,5,1,0,0
3637,RN,87,Pfizer,2021-10-31,2021-10-01,799,46,471,249,33,0
3638,PE,87,Pfizer,2021-04-11,2021-04-01,84,76,6,2,0,0
3639,CE,87,Pfizer,2021-09-12,2021-09-01,159167,96456,62681,30,0,0
3640,CE,87,Pfizer,2021-03-07,2021-03-01,153,151,2,0,0,0
3641,MG,87,Pfizer,2021-03-28,2021-03-01,74,66,4,4,0,0
3642,CE,87,Pfizer,2021-03-28,2021-03-01,3,3,0,0,0,0
3643,TO,87,Pfizer,2021-09-05,2021-09-01,35497,31300,4006,165,26,0
3644,SE,87,Pfizer,2021-08-01,2021-08-01,51832,49244,2588,0,0,0
3645,SE,87,Pfizer,2021-10-03,2021-10-01,50147,14461,18117,16876,693,0
3646,SE,87,Pfizer,2021-04-04,2021-04-01,21,20,1,0,0,0
3647,AC,87,Pfizer,2021-08-08,2021-08-01,44018,38992,5026,0,0,0
3648,AC,87,Pfizer,2021-04-04,2021-04-01,2,2,0,0,0,0
3649,AL,87,Pfizer,2021-02-07,2021-02-01,2,2,0,0,0,0
3650,MT,87,Pfizer,2021-04-25,2021-05-01,2,2,0,0,0,0
3651,MT,87,Pfizer,2021-03-28,2021-03-01,2,2,0,0,0,0
3652,PB,87,Pfizer,1962-06-17,1962-06-01,1,1,0,0,0,0
3653,PB,87,Pfizer,2021-01-31,2021-02-01,1,1,0,0,0,0
3654,AP,87,Pfizer,2021-06-27,2021-07-01,2471,2471,0,0,0,0
3655,PR,87,Pfizer,2021-06-27,2021-06-01,81791,81738,52,1,0,0
3656,MS,87,Pfizer,2021-09-26,2021-09-01,75366,6599,35086,19421,14260,0
3657,MS,87,Pfizer,2021-10-31,2021-10-01,430,49,254,115,12,0
3658,MS,87,Pfizer,2021-06-27,2021-07-01,20330,20307,23,0,0,0
3659,DF,87,Pfizer,2021-09-05,2021-09-01,51665,16343,35314,4,4,0
3660,DF,87,Pfizer,2021-08-29,2021-09-01,10822,5817,5005,0,0,0
3661,GO,87,Pfizer,2021-06-20,2021-06-01,82312,82243,68,1,0,0
3662,GO,87,Pfizer,2021-08-29,2021-09-01,81604,48139,32162,1275,28,0
3663,GO,87,Pfizer,2021-04-18,2021-04-01,15,11,1,3,0,0
3664,GO,87,Pfizer,2021-10-31,2021-10-01,696,118,525,53,0,0
3665,MG,87,Pfizer,2021-02-14,2021-02-01,63,51,8,3,1,0
3666,PI,87,Pfizer,2021-06-13,2021-06-01,11660,11649,11,0,0,0
3667,PB,87,Pfizer,2021-05-23,2021-05-01,9718,9712,6,0,0,0
3668,RR,87,Pfizer,2021-08-22,2021-08-01,20648,19484,1163,1,0,0
3669,RR,87,Pfizer,2021-06-20,2021-06-01,8059,8059,0,0,0,0
3670,RR,87,Pfizer,2021-08-01,2021-08-01,4596,4215,381,0,0,0
3671,RR,87,Pfizer,2021-06-13,2021-06-01,4172,4169,3,0,0,0
3672,MA,87,Pfizer,2021-06-13,2021-06-01,35180,35153,27,0,0,0
3673,BA,87,Pfizer,2021-08-22,2021-08-01,413127,385124,27987,12,4,0
3674,BA,87,Pfizer,2015-05-03,2015-05-01,1,1,0,0,0,0
3675,PA,87,Pfizer,2021-08-15,2021-08-01,107704,84806,22895,2,1,0
3676,PA,87,Pfizer,2021-05-23,2021-05-01,18577,18575,2,0,0,0
3677,SC,87,Pfizer,2021-08-08,2021-08-01,247476,229636,17838,2,0,0
3678,ES,87,Pfizer,2021-10-17,2021-10-01,150591,11514,72543,58882,7652,0
3679,ES,87,Pfizer,2021-06-13,2021-06-01,37377,37352,25,0,0,0
3680,ES,87,Pfizer,2021-10-31,2021-10-01,255,6,110,139,0,0
3681,ES,87,Pfizer,2020-12-27,2021-01-01,5,0,5,0,0,0
3682,PR,87,Pfizer,2021-02-07,2021-02-01,20,19,0,1,0,0
3683,SP,87,Pfizer,2021-03-07,2021-03-01,23,14,2,7,0,0
3684,GO,87,Pfizer,2021-04-04,2021-04-01,15,9,6,0,0,0
3685,RN,87,Pfizer,2021-05-02,2021-05-01,1519,1514,5,0,0,0
3686,RN,87,Pfizer,2021-02-07,2021-02-01,7,4,2,1,0,0
3687,CE,87,Pfizer,2021-08-15,2021-08-01,252411,244868,7542,1,0,0
3688,CE,87,Pfizer,2021-10-31,2021-11-01,141567,10822,73507,55255,1983,0
3689,CE,87,Pfizer,2021-05-23,2021-05-01,25161,25117,44,0,0,0
3690,CE,87,Pfizer,2021-01-17,2021-01-01,21,19,1,0,1,0
3691,MG,87,Pfizer,2020-06-14,2020-06-01,3,3,0,0,0,0
3692,CE,87,Pfizer,2021-03-14,2021-03-01,15,13,1,1,0,0
3693,TO,87,Pfizer,2021-07-11,2021-07-01,12237,12225,12,0,0,0
3694,TO,87,Pfizer,2021-08-08,2021-08-01,34714,28696,6018,0,0,0
3695,TO,87,Pfizer,2021-06-27,2021-06-01,5117,5111,6,0,0,0
3696,RS,87,Pfizer,2021-01-17,2021-01-01,10,9,0,0,1,0
3697,RS,87,Pfizer,2021-03-21,2021-03-01,13,8,4,1,0,0
3698,RS,87,Pfizer,2021-03-28,2021-03-01,8,8,0,0,0,0
3699,AL,87,Pfizer,2021-02-21,2021-02-01,2,2,0,0,0,0
3700,MG,87,Pfizer,2020-12-27,2021-01-01,1,0,0,0,1,0
3701,AP,87,Pfizer,2021-07-04,2021-07-01,6648,6640,8,0,0,0
3702,AP,87,Pfizer,2021-10-17,2021-10-01,7434,1299,4087,1975,73,0
3703,AL,87,Pfizer,2021-10-31,2021-11-01,55447,6447,37222,11588,190,0
3704,PR,87,Pfizer,2021-09-26,2021-10-01,118262,55817,47101,11763,3581,0
3705,MS,87,Pfizer,2021-05-09,2021-05-01,8287,8260,27,0,0,0
3706,RS,87,Pfizer,2021-08-22,2021-08-01,207242,174850,32356,14,0,0
3707,RS,87,Pfizer,2021-07-18,2021-07-01,24635,24341,289,5,0,0
3708,PE,87,Pfizer,2021-09-12,2021-09-01,224692,136563,86814,459,856,0
3709,MG,87,Pfizer,2021-06-27,2021-07-01,132465,132363,101,1,0,0
3710,PI,87,Pfizer,2021-07-11,2021-07-01,26685,26626,59,0,0,0
3711,PI,87,Pfizer,2021-04-25,2021-04-01,11,7,3,1,0,0
3712,PB,87,Pfizer,2021-09-19,2021-09-01,90293,33478,44259,11899,612,0
3713,AM,87,Pfizer,2021-06-27,2021-06-01,62240,62176,64,0,0,0
3714,AM,87,Pfizer,2021-02-21,2021-02-01,19,5,11,3,0,0
3715,MT,87,Pfizer,2021-07-11,2021-07-01,52544,52483,61,0,0,0
3716,MT,87,Pfizer,2021-06-27,2021-06-01,23831,23804,26,1,0,0
3717,RJ,87,Pfizer,2021-10-10,2021-10-01,366425,22552,138573,202252,3048,0
3718,RJ,87,Pfizer,2021-09-19,2021-09-01,516859,268870,179100,67590,1299,0
3719,MA,87,Pfizer,2021-06-27,2021-06-01,56106,56065,40,1,0,0
3720,MA,87,Pfizer,2021-03-14,2021-03-01,9,6,0,3,0,0
3721,PA,87,Pfizer,2021-08-22,2021-08-01,191610,154283,37267,60,0,0
3722,PA,87,Pfizer,2021-03-28,2021-04-01,10,7,0,3,0,0
3723,SC,87,Pfizer,2021-09-26,2021-10-01,86090,22701,50666,11932,791,0
3724,ES,87,Pfizer,2021-05-30,2021-06-01,8511,8503,8,0,0,0
3725,ES,87,Pfizer,2021-08-08,2021-08-01,106900,96275,10621,1,3,0
3726,ES,87,Pfizer,2021-08-29,2021-09-01,39573,18719,20835,17,2,0
3727,PR,87,Pfizer,2021-02-21,2021-02-01,7,5,0,2,0,0
3728,MS,87,Pfizer,2021-03-21,2021-03-01,5,3,1,1,0,0
3729,RO,87,Pfizer,2015-08-02,2015-08-01,1,1,0,0,0,0
3730,RS,87,Pfizer,1991-04-21,1991-04-01,1,1,0,0,0,0
3731,TO,87,Pfizer,2021-04-25,2021-05-01,1,1,0,0,0,0
3732,MG,87,Pfizer,2001-08-05,2001-08-01,1,0,1,0,0,0
3733,SE,87,Pfizer,2021-05-09,2021-05-01,2631,2631,0,0,0,0
3734,SE,87,Pfizer,2021-10-17,2021-10-01,60339,6863,41074,11994,408,0
3735,PB,87,Pfizer,1983-07-24,1983-07-01,1,1,0,0,0,0
3736,AC,87,Pfizer,2021-10-17,2021-10-01,13621,2246,9301,1479,595,0
3737,AC,87,Pfizer,2021-01-17,2021-01-01,2,2,0,0,0,0
3738,AC,87,Pfizer,2021-01-31,2021-01-01,1,1,0,0,0,0
3739,AC,87,Pfizer,2021-04-18,2021-04-01,1,1,0,0,0,0
3740,PB,87,Pfizer,1980-04-27,1980-04-01,1,1,0,0,0,0
3741,MG,87,Pfizer,2002-07-14,2002-07-01,1,1,0,0,0,0
3742,AP,87,Pfizer,2021-05-30,2021-06-01,669,666,2,1,0,0
3743,AP,87,Pfizer,2021-02-28,2021-02-01,2,2,0,0,0,0
3744,RS,87,Pfizer,2021-08-08,2021-08-01,313992,294029,19950,3,0,0
3745,RS,87,Pfizer,2021-05-23,2021-05-01,78538,68529,10007,2,0,0
3746,RS,87,Pfizer,2021-08-01,2021-08-01,194129,179190,14928,2,0,0
3747,PE,87,Pfizer,2021-07-04,2021-07-01,112444,112295,146,2,1,0
3748,PE,87,Pfizer,2021-03-28,2021-03-01,54,52,2,0,0,0
3749,GO,87,Pfizer,2021-02-21,2021-02-01,13,7,4,2,0,0
3750,MG,87,Pfizer,2021-03-14,2021-03-01,41,37,1,2,1,0
3751,MG,87,Pfizer,2021-02-21,2021-02-01,51,47,2,2,0,0
3752,MG,87,Pfizer,2021-03-21,2021-03-01,51,48,0,3,0,0
3753,MG,87,Pfizer,2021-04-04,2021-04-01,67,47,7,13,0,0
3754,PI,87,Pfizer,2021-05-30,2021-06-01,4995,4995,0,0,0,0
3755,PI,87,Pfizer,2021-10-17,2021-10-01,101587,13644,58475,28089,1379,0
3756,PI,87,Pfizer,2021-07-25,2021-07-01,12985,11240,1745,0,0,0
3757,PI,87,Pfizer,2021-03-07,2021-03-01,10,10,0,0,0,0
3758,PB,87,Pfizer,2021-10-10,2021-10-01,50027,8690,20667,19893,777,0
3759,AM,87,Pfizer,2021-06-20,2021-06-01,59485,59462,21,2,0,0
3760,AM,87,Pfizer,2021-09-26,2021-09-01,44245,17384,25713,1032,116,0
3761,MT,87,Pfizer,2021-05-09,2021-05-01,7725,7711,14,0,0,0
3762,RJ,87,Pfizer,2021-04-18,2021-04-01,106,91,8,7,0,0
3763,BA,87,Pfizer,2020-11-08,2020-11-01,128,0,128,0,0,0
3764,BA,87,Pfizer,2020-08-09,2020-08-01,65,65,0,0,0,0
3765,PA,87,Pfizer,2021-05-02,2021-05-01,13379,13372,6,1,0,0
3766,PA,87,Pfizer,2021-05-30,2021-05-01,89,89,0,0,0,0
3767,PA,87,Pfizer,2021-03-07,2021-03-01,11,3,0,8,0,0
3768,SP,87,Pfizer,2021-03-14,2021-03-01,31,16,1,14,0,0
3769,RO,87,Pfizer,2021-03-21,2021-03-01,12,11,1,0,0,0
3770,SC,87,Pfizer,2021-09-26,2021-09-01,142200,52104,74560,13059,2477,0
3771,ES,87,Pfizer,2021-06-20,2021-06-01,50546,50480,61,4,1,0
3772,ES,87,Pfizer,2021-10-24,2021-10-01,130731,7690,57227,55864,9950,0
3773,RN,87,Pfizer,2021-09-05,2021-09-01,45973,8456,37453,62,2,0
3774,MS,87,Pfizer,2021-04-18,2021-04-01,4,3,1,0,0,0
3775,MG,87,Pfizer,2021-04-11,2021-04-01,87,64,21,2,0,0
3776,BA,87,Pfizer,2020-08-02,2020-08-01,5,5,0,0,0,0
3777,MA,87,Pfizer,2021-04-04,2021-04-01,7,5,0,1,1,0
3778,TO,87,Pfizer,2021-08-15,2021-08-01,52254,47342,4911,1,0,0
3779,TO,87,Pfizer,2021-10-17,2021-10-01,43703,7228,26490,9680,305,0
3780,DF,87,Pfizer,2021-04-04,2021-04-01,3,3,0,0,0,0
3781,GO,87,Pfizer,2021-02-28,2021-03-01,5,5,0,0,0,0
3782,AM,87,Pfizer,2021-01-24,2021-01-01,2,1,0,1,0,0
3783,SE,87,Pfizer,2021-06-20,2021-06-01,31901,31890,11,0,0,0
3784,AC,87,Pfizer,2021-10-31,2021-10-01,186,22,94,70,0,0
3785,AC,87,Pfizer,2021-03-21,2021-03-01,2,2,0,0,0,0
3786,MT,87,Pfizer,2021-02-28,2021-03-01,4,3,1,0,0,0
3787,RS,87,Pfizer,2021-02-28,2021-02-01,4,3,0,1,0,0
3788,MG,87,Pfizer,2020-08-23,2020-08-01,1,1,0,0,0,0
3789,DF,87,Pfizer,2021-03-21,2021-03-01,3,3,0,0,0,0
3790,PB,87,Pfizer,1989-12-31,1990-01-01,1,1,0,0,0,0
3791,AP,87,Pfizer,2021-10-31,2021-11-01,2720,496,1774,442,8,0
3792,AP,87,Pfizer,2021-03-28,2021-04-01,17,17,0,0,0,0
3793,PB,87,Pfizer,1975-08-24,1975-08-01,1,1,0,0,0,0
3794,PR,87,Pfizer,2021-10-17,2021-10-01,411342,119917,194047,87854,9522,0
3795,RS,87,Pfizer,2021-09-19,2021-09-01,321476,149184,131238,35336,5714,0
3796,RS,87,Pfizer,2021-10-10,2021-10-01,275966,49811,123252,97341,5561,0
3797,RS,87,Pfizer,2021-07-25,2021-07-01,38760,37790,970,0,0,0
3798,RS,87,Pfizer,2021-02-14,2021-02-01,81,12,66,3,0,0
3799,PE,87,Pfizer,2021-06-06,2021-06-01,23173,23136,37,0,0,0
3800,SP,87,Pfizer,2021-08-29,2021-09-01,907570,705605,201884,63,18,0
3801,PI,87,Pfizer,2021-09-12,2021-09-01,49809,23219,26531,55,4,0
3802,AM,87,Pfizer,2021-05-30,2021-06-01,2867,2865,2,0,0,0
3803,MT,87,Pfizer,2021-05-16,2021-05-01,15309,15288,21,0,0,0
3804,MT,87,Pfizer,2021-05-23,2021-05-01,10141,10132,9,0,0,0
3805,MT,87,Pfizer,2021-03-07,2021-03-01,1,0,1,0,0,0
3806,RR,87,Pfizer,2021-04-04,2021-04-01,2,2,0,0,0,0
3807,BA,87,Pfizer,2021-10-10,2021-10-01,166409,24119,76916,61684,3690,0
3808,BA,87,Pfizer,2021-09-12,2021-09-01,244306,107177,123858,12128,1143,0
3809,BA,87,Pfizer,2021-09-26,2021-09-01,235480,113552,97630,22241,2057,0
3810,BA,87,Pfizer,2021-11-07,2021-11-01,292455,45963,169016,73197,4276,0
3811,BA,87,Pfizer,2020-10-04,2020-10-01,158,16,142,0,0,0
3812,SC,87,Pfizer,2021-06-13,2021-06-01,74964,74930,33,1,0,0
3813,SC,87,Pfizer,2021-05-23,2021-05-01,18321,18316,5,0,0,0
3814,ES,87,Pfizer,2021-08-01,2021-08-01,70136,65697,4439,0,0,0
3815,ES,87,Pfizer,2021-04-04,2021-04-01,6,3,3,0,0,0
3816,RN,87,Pfizer,2021-08-08,2021-08-01,99355,93212,6135,3,4,1
3817,RN,87,Pfizer,2021-09-12,2021-09-01,92484,53979,38372,123,10,0
3818,RN,87,Pfizer,2021-07-18,2021-07-01,9550,9519,31,0,0,0
3819,PE,87,Pfizer,2021-02-14,2021-02-01,15,14,0,1,0,0
3820,PE,87,Pfizer,2021-03-14,2021-03-01,10,10,0,0,0,0
3821,CE,87,Pfizer,2021-09-05,2021-09-01,85502,31084,54355,63,0,0
3822,CE,87,Pfizer,2021-06-27,2021-07-01,41456,41447,9,0,0,0
3823,CE,87,Pfizer,2021-10-17,2021-10-01,206698,27706,128458,47836,2698,0
3824,CE,87,Pfizer,2021-10-24,2021-10-01,203221,32334,142195,26270,2422,0
3825,MG,87,Pfizer,2021-01-31,2021-01-01,4,3,1,0,0,0
3826,TO,87,Pfizer,2021-03-07,2021-03-01,1,0,0,1,0,0
3827,TO,87,Pfizer,2021-11-14,2021-11-01,10306,1169,6890,2205,42,0
3828,PI,87,Pfizer,2021-02-28,2021-03-01,2,2,0,0,0,0
3829,AL,87,Pfizer,2021-04-11,2021-04-01,6,4,1,1,0,0
3830,SE,87,Pfizer,2021-08-08,2021-08-01,64786,62984,1802,0,0,0
3831,PB,87,Pfizer,2005-07-24,2005-07-01,1,1,0,0,0,0
3832,PB,87,Pfizer,1993-12-26,1993-12-01,1,1,0,0,0,0
3833,AC,87,Pfizer,2021-08-22,2021-08-01,18052,12764,5288,0,0,0
3834,MG,87,Pfizer,2001-08-26,2001-08-01,2,2,0,0,0,0
3835,MG,87,Pfizer,2002-07-28,2002-07-01,1,1,0,0,0,0
3836,SE,87,Pfizer,2021-04-25,2021-05-01,1,1,0,0,0,0
3837,TO,87,Pfizer,2021-01-31,2021-02-01,1,1,0,0,0,0
3838,MG,87,Pfizer,1995-05-21,1995-05-01,1,0,1,0,0,0
3839,AP,87,Pfizer,2021-08-29,2021-08-01,6174,5220,954,0,0,0
3840,AP,87,Pfizer,2021-08-29,2021-09-01,10894,9546,1336,12,0,0
3841,PB,87,Pfizer,1989-01-22,1989-01-01,1,1,0,0,0,0
3842,AL,87,Pfizer,2021-06-20,2021-06-01,37051,36982,69,0,0,0
3843,PR,87,Pfizer,2021-09-12,2021-09-01,372082,213982,144729,9002,4369,0
3844,PR,87,Pfizer,2021-07-11,2021-07-01,138905,138750,155,0,0,0
3845,MS,87,Pfizer,2021-05-02,2021-05-01,3326,3325,1,0,0,0
3846,RO,87,Pfizer,2021-06-27,2021-06-01,14681,14665,16,0,0,0
3847,RO,87,Pfizer,2021-10-24,2021-10-01,47745,5611,30105,10638,1391,0
3848,RS,87,Pfizer,2021-08-29,2021-08-01,49080,25868,23201,4,0,0
3849,DF,87,Pfizer,2021-06-27,2021-06-01,22431,22401,30,0,0,0
3850,PE,87,Pfizer,2021-10-31,2021-10-01,8450,502,6197,336,1415,0
3851,GO,87,Pfizer,2021-05-02,2021-05-01,9285,9274,10,1,0,0
3852,GO,87,Pfizer,2021-11-14,2021-11-01,59426,4696,39936,14355,439,0
3853,MG,87,Pfizer,2021-06-13,2021-06-01,130679,130588,87,3,1,0
3854,PI,87,Pfizer,2021-08-22,2021-08-01,101115,94461,6653,0,1,0
3855,PB,87,Pfizer,2021-02-14,2021-02-01,83,82,1,0,0,0
3856,PB,87,Pfizer,2021-04-04,2021-04-01,17,16,1,0,0,0
3857,MT,87,Pfizer,2021-09-19,2021-09-01,83896,42401,40196,966,333,0
3858,RJ,87,Pfizer,2021-08-22,2021-08-01,322961,279032,43875,51,3,0
3859,RJ,87,Pfizer,2021-08-01,2021-08-01,428179,382254,45914,10,1,0
3860,RR,87,Pfizer,2021-03-21,2021-03-01,6,4,2,0,0,0
3861,MA,87,Pfizer,2021-09-26,2021-10-01,27826,6580,7100,11420,2726,0
3862,BA,87,Pfizer,2021-08-15,2021-08-01,493050,447331,45637,62,20,0
3863,PA,87,Pfizer,2021-07-04,2021-07-01,102061,101995,65,1,0,0
3864,PA,87,Pfizer,2021-04-25,2021-04-01,5,5,0,0,0,0
3865,RO,87,Pfizer,2021-02-07,2021-02-01,1,1,0,0,0,0
3866,ES,87,Pfizer,2021-07-04,2021-07-01,58888,58735,152,0,1,0
3867,ES,87,Pfizer,2021-11-07,2021-11-01,97311,5628,54683,32687,4313,0
3868,CE,87,Pfizer,2021-11-07,2021-11-01,181388,14693,96910,68033,1752,0
3869,CE,87,Pfizer,2020-09-20,2020-09-01,1,1,0,0,0,0
3870,CE,87,Pfizer,1986-05-25,1986-05-01,1,1,0,0,0,0
3871,TO,87,Pfizer,2021-11-07,2021-11-01,30656,4430,18630,7360,236,0
3872,MA,87,Pfizer,2021-04-18,2021-04-01,12,9,2,0,1,0
3873,SC,87,Pfizer,2021-03-21,2021-03-01,7,6,1,0,0,0
3874,CE,87,Pfizer,2011-08-21,2011-08-01,1,1,0,0,0,0
3875,SE,87,Pfizer,2021-05-23,2021-05-01,11368,11363,5,0,0,0
3876,SE,87,Pfizer,2021-07-25,2021-07-01,12803,11978,825,0,0,0
3877,AC,87,Pfizer,2021-01-24,2021-01-01,2,2,0,0,0,0
3878,MG,87,Pfizer,2012-10-14,2012-10-01,1,0,0,1,0,0
3879,PB,87,Pfizer,1983-06-19,1983-06-01,1,1,0,0,0,0
3880,AL,87,Pfizer,2021-01-17,2021-01-01,1,1,0,0,0,0
3881,AP,87,Pfizer,2021-02-14,2021-02-01,5,5,0,0,0,0
3882,AP,87,Pfizer,2021-02-07,2021-02-01,2,2,0,0,0,0
3883,PR,87,Pfizer,2021-09-19,2021-09-01,293792,60322,215942,12620,4908,0
3884,MS,87,Pfizer,2021-06-20,2021-06-01,40220,40174,38,7,1,0
3885,RO,87,Pfizer,2021-07-11,2021-07-01,16250,16231,19,0,0,0
3886,RS,87,Pfizer,2021-09-26,2021-10-01,94298,38845,43936,10336,1181,0
3887,RS,87,Pfizer,2021-11-07,2021-11-01,277021,38959,140759,94099,3176,0
3888,RS,87,Pfizer,2021-07-11,2021-07-01,147179,145242,1934,3,0,0
3889,RS,87,Pfizer,2021-03-07,2021-03-01,3,2,0,1,0,0
3890,DF,87,Pfizer,2021-10-24,2021-10-01,93036,7059,62566,22279,1132,0
3891,PE,87,Pfizer,2021-09-19,2021-09-01,233531,103748,119562,1021,9200,0
